caption,id,image_id
A lone man sliding sideways downhill while on skis.,278526,544444
a group of people throwing around a freez be,279015,440336
Many containers of food are on the table.,279064,273711
young male preparing to throw a white plastic Frisbee,279143,328337
Young boy almost ready to throw a frisbee.,279500,328337
Helmeted young skateboarder displaying ability skills on cement surface.,279676,229553
A man wearing black skiing down a slope.,279903,544444
"A man is enjoying his day of skiing, trying to stay up float. ",280086,544444
Five oranges with a red apple and a green apple.,280090,60855
A boy preparing to throw a frisbee outside.,280196,328337
A woman selling raw carrots at an outdoor market,280531,313562
Several skiers glide down a hilly landscape covered in snow. ,280831,414170
A lush green banana tree with a big bunch of bananas.,280836,575500
A skater losing his balance while squatting on his board,280999,229553
Five oranges and two applies sitting on a white surface.,281095,60855
3 people separated by a short distance skiing on a ski slope,281149,414170
In lady standing with her hand on carrots in a market.,281335,313562
Kids are skateboarding at a skate park and one them has fallen down.,281409,65350
A group of men and boys playing Frisbee. ,281475,440336
"Three people on packed snow trail, two skiing, one walking.",281845,414170
A boy in white jersey doing a trick on a skateboard.,282027,119911
People cross country skiing on a path between trees.,282349,414170
A bunch of fruit includes tangerines and apples.,282397,60855
Bunch of apples and oranges sitting on a white surface.,282484,60855
A woman standing behind a table with carrots on it at a produce market.,282652,313562
A man flying through the air while riding a skateboard.,283122,65350
A woman has an apron and head scarf while touching carrots at a produce market.,283246,313562
A female skier stops and poses for a picture,283416,64462
A group of four men standing on top of a lush green field.,284736,440336
"Two young people are skateboarding on the ramp, trying to pull off tricks.",285036,65350
The two apples are surround by a bunch of oranges.,285184,60855
a dog that's been playing in the water,285749,331075
A woman standing in a kitchen touching a pile of carrots.,285880,313562
A wet dog standing at the beach near the ocean.,286433,331075
Five guys with a white Frisbee in mid air.,287421,440336
A group of people in a field playing frisbee.,287676,440336
A wet dog standing on a beach next to the ocean.,287861,331075
A person in a helmet is riding a skateboard.,287878,476258
A skateboarder wearing a helmet doing a trick at a skate park.,287949,65350
A zebra in the grass who is cleaning himself. ,288157,1818
A collection of apples growing on a tree. ,288215,44260
A group of zebras stay close to each other near a log. ,288478,116589
A man on a skateboard on a ledge.,289009,209757
A baby giraffe drinking milk from it's mother in a field.,289507,1818
A bear walking in the forest in the early morning,290065,573391
An assortment of fruits and vegetable all set together,290223,23781
A man riding on a skateboard on the sidewalk.,290343,434204
A herd of zebra eating some hay from a wooden container.,290371,116589
A baby zebra is suckling milk from its mother.,290734,1818
A large black bear walking across a wooded field.,290809,573391
A person in the heavy snow on a snowboard.,290830,451043
"Crisp, delicious apples hang on the dying branches of the tree.",291341,44260
A little boy riding skis down the side of a snow covered slope.,291385,451043
An apple tree is shown in the middle of an orchard.,291593,44260
A black and white image of a lot of round objects.,291769,6614
A zebra grazing on food behind a metal fence.,292087,25139
A plate topped with sliced up oranges full of juice.,292153,186929
A person flying through the air whale riding skis.,292193,172935
Boy riding a skate board over a concrete seat.,292513,209757
A man in a baseball cap riding a skateboard grinding an edge.,292627,209757
a baby zebra nursing from an adult zebra,293236,1818
"A large display of fruit: applies, grapes, oranges, lemons, limes and grapefruit",293876,217753
A zebra putting its face up close to a fence rail.,294070,25139
A bear is walking on an unpaved path in a wilderness area.,294109,573391
A male skateboarder skateboards in an area with others,294361,209757
"Various fruits packaged, tagged and displayed for sale.",294659,217753
"A display of strawberries, peas, broccoli, carrots, radishes and potatoes. ",294669,23781
Two zebras are standing next to a log.,294715,116589
A man is jumping over a bench on a skateboard.,295057,209757
Fresh fruits and vegetables piled in a wooden box.,295125,23781
Two zebras relaxing in the fenced area of a zoo,295426,25139
A man wearing snow gear poses for a photo while standing on skis,295472,407002
A toy horse sits atop a red wooden chair,295487,269932
Baby zebra sucking milk from its mothers teat. ,295528,1818
A man in red jacket on skis with trees in background.,295580,407002
Two brown bears swimming together in the water.,295595,560266
The group of zebra are eating hay together.,295828,116589
Two brown bears playing open mouthed in a pond.,295922,560266
Man on skies on snow covered slope area.,296072,407002
A man and young girl surrounded by various fruits.,296141,272566
A herd of zebras standing on a sandy platform near a small body of water.,296319,378453
"Apples, lemons, grapes, oranges and other fruits in crates.",296324,217753
A person wearing a red coat and skis posing for a picture.,296396,407002
A herd of zebra next to small watering hole.,296463,378453
A bear walking along a path in the woods.,296521,573391
A tree containing apples with more trees in the background.,296651,44260
There are plenty of oranges cut up for you to eat. ,296665,186929
A skier in the snow in a wooded area.,296836,451043
a person snow skiing down a mountain  between trees,296998,451043
A batter misses a baseball while a empire tries to catch it .,297183,119445
The two zebras are looking through the fence.,297208,25139
A bear is seen walking in a forest in a blurry photo.,297265,573391
"Two apples, an orange, some grapes and peanuts.",297304,6614
Professional baseball players in the middle of a game.,297339,377588
A person standing on skies in the snow on top of a mountain.,297353,407002
A plate of finger foods next to a blue and raspberry topped cake.,297537,2157
a black and white photo of nuts and fruit,297694,6614
a kid riding on a skateboard on the cement,297756,434204
a couple of zebras standing together and eating,297769,116589
A plastic horse standing on top of a chair.,297827,269932
A pile of nuts in front of some assorted fruit.,297832,6614
A person skiing down a hill with goggles on.,297874,451043
A man and child sitting on a street with fruits in baskets.,298217,272566
Various fruits and vegetables are on display close together.,298338,23781
A small horse on a large wooden chair.,298769,269932
A polar bear with his chin raised lies on a rock.,298787,92839
A group of zebras standing by a water hole.,298821,378453
A kid is riding down the street on a skateboard.,299000,442463
A tree has dying leaves and apples in a forest.,299018,44260
There is a skateboarder riding his board on the sidewalk,299094,434204
a herd of zebras drinking water from a small pond near dirt and shrubs,299178,378453
two people siting on the ground near many different fruits,299303,272566
A skateboarder with one fut on a skateboard raising it up.,299451,434204
"Apples, grapes, an oranges and peanuts on the white surface in a picture.",299455,6614
Two zebras are stranding next to each other by a fence.,299494,25139
Lots of oranges are sliced iin several sizes..,299788,186929
A display with lots of containers of different fruits.,299840,217753
A guy sliding to a base in baseball.,300006,377588
A child in a helmet and safety pads riding a skateboard.,300065,442463
A large white polar bear sitting on top of a rock.,300098,92839
A large herd of zebra gathering around a watering hole,300249,378453
A young kid in elbow and knee pads riding a skateboard.,300260,442463
a close up of a polar bear in front of a camera,300371,92839
A baseball game as seen through the safety netting behind the batter.,300543,377588
There is a young skateboarder riding his board,300665,442463
A bunch of fruits and vegetables for sale on display,300746,217753
There is a baseball player who swung for the ball,300795,119445
Cut in half oranges are clustered all together.,301132,186929
A group of men on a field playing baseball.,301218,119445
The polar bear has his chin up as he lies on his chest,301280,92839
a variety of different vegetables and some strawberries,301359,23781
The young boy just finished eating the banana.,301406,437205
A smiling boy sitting on a couch holds a banana peel,301496,437205
The oranges are peeled open with the inside showing.,301855,186929
a salad that looks like a boat is next to a fork,302027,105014
Two brown bears in water open their mouths to each other,302069,560266
Two bears on the water fighting each other.,302099,560266
A large red chair in front of a building.,302351,269932
A water skier performing a trick while flying through the air.,302921,172935
Two adult bears play fight in the water.,303533,560266
A bowl full of food sitting on a table next to a fork that rests on top of a circular disk.,303671,105014
Young person on the street skateboarding wearing a helmet.,303728,442463
a white polar bear is laying down in its pen,304481,92839
A young boy who is eating a banana.,304724,437205
a person wearing a blue jacket is wearing skis and snowy trees,304770,83540
A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.,304848,119445
A zebra staring blankly near a watering hole.,304947,236730
a close up of a child holding a banana,305192,437205
A large salad bowl with a fork on the side on a flowered table..,305249,105014
a baseball player swinging a bat at a ball,305814,119445
A man riding a skateboard on top of a wooden bench.,306196,443844
A zebra standing on a dry dirt lot.,306543,236730
"There are two men playing frisbee on a field 
",306566,291619
a person flying backwards on skis over water,307031,172935
A white piece of cake sitting on top of a plate.,307146,98633
a skateboarder in a white shirt is doing a trick,307228,443844
a small boy in a blue shirt holding a banana peel,307250,437205
A skiier on a snowy path at sunset.,307542,83540
Pitcher in a baseball game tries to out a player attempting to steal base.,307926,377588
A person doing a trick on water ski's while another passes underneath them.,308156,172935
A pavement where a person foot are seen having skates. ,308247,434204
A group of men during a baseball game with wall in the background.,308337,377588
A pair of zebra's leaning over eating grass in a field.,308458,159311
The head and shoulders of a zebra in silhouette. ,308472,236730
Two young men playing frisbee at night on a sports field,308510,291619
"A cake with white icing, mint leaves and strawberries.",308580,98633
A man catching a frisbee as another looks on.,308663,291619
A large lone zebra poses for a picture inside a zoo,309018,236730
A large red chair has a horse statue on it.,309419,269932
A man and young girl sit behind a display of fruits.,309590,272566
A person in the snow on some skis.,309603,83540
A couple of people sitting next to piles of fruit.,309758,272566
a white square cake with five strawberries on the top,309993,98633
A man is skate boarding down a path and a dog is running by his side.,310079,324158
A Frisbee player is about to catch a thrown Frisbee.,310109,291619
A nicely set dining table filled with food and a cake topped with berries.,310740,2157
a snow skier standing among the tall trees,310923,83540
A small lunch box with various vegetables and a fork,311012,105014
A man leaping up to catch a frisbee with another man running behind him.,311030,291619
"A man in a black hat, white shirt and black pants jumping a skateboard off a bench. ",311056,443844
A man on a skateboard with a dog outside. ,311105,324158
A person on skis on snowy forest path.,311115,83540
a close up of a table with many plates of food,311502,2157
A person riding a skate board with a dog following beside.,311588,324158
The person is doing tricks on the water skiing. ,312638,172935
This man is riding a skateboard behind a dog.,312677,324158
Two zebra stand near bushes and tall grass.,312727,159311
a person riding a skate board on a bench,312745,443844
"A salad is in a red container and has lettuce, tomatoes and bits of carrots in it.",312785,105014
A man walking his dog on a quiet country road.,312860,324158
The cake is topped with five whole strawberries.,313029,98633
"A square, white cake sits on a round plate and is decorated with strawberries.",313116,98633
a herd of zebras crossing a shallow part of a river,313579,545730
a close up of a giraffe in an outdoor area,313590,236730
Two zebras grazing from grass next to a tree.,313888,159311
A man in white shirt doing a trick on a skateboard.,314185,443844
A herd of zebra crossing a river with trees in the background.,314200,545730
A herd of zebra crossing a river near a forest.,315397,545730
Two zebra standing next to each other on a lush green field.,315715,159311
A group of zebras are crossing a stream.,316015,545730
A tray of various foods next to drinks on a table.,316131,231822
A table topped with a cake covered in berries next to a plate of sandwiches.,316371,2157
A jouster rides on a horse through a field while an audience watches.,317050,199236
A white cake topped with berries and a plate of fruit and cheeses.,317499,2157
Some black and white zebras crossing a shallow stream.,317539,545730
A knight riding on the back of a brown horse through a lush green field.,317599,199236
A plate of bananas and sliced oranges covered in butterflies.,317818,191761
The oranges are picked to make fresh jams.,318412,231527
A large white polar bear swimming in a pool of blue water.,318742,96960
A batter getting ready to hit his pitch.,318759,43816
a polar bear swimming in the water by a wall ,318871,96960
Two zebras are feeding on the grass by themselves.,319261,159311
Four bowls of different eatables are kept on the slab.,320589,314182
"A man riding on a horse, preparing to joust.",320638,199236
Large moths atop a plate of bananas and citrus.,321322,191761
A dish with some orange slices and something else.,321580,191761
A pair of sandwiches with macaroni and cheese with broccoli and a fruit bowl.,321663,231822
A man in an armor riding a horse in front of spectators.,321739,199236
"A tray with carrots, snap beans, mash potatoes and an egg.",321838,221872
a person skiing through the snow near some trees toward a sunset,322124,186042
A person cross country skiing across a snow filled plain.,322160,220764
A person riding skis across snow covered ground.,322463,220764
This is a painting of a cross country skier traveling up a slope at sunrise.,322490,186042
A person in a knight outfit riding a horse and carrying a jousting pole.,322594,199236
A table topped with a couple glasses of OJ and orange slices.,322639,231527
A plate topped with moths and rotten fruit.,322648,191761
Two zebras in a forest between many trees.,322711,484296
Close up of two horses inside of the fence,323053,552371
Cross country skier skiing along a well-worn trail.,323123,186042
A person in ski gear skiing on slope next to trees.,323153,186042
"A blue and black ray holding sandwich, coffee and liquor bottles.",323242,463527
A couple of butter flies on a plate with lemons.,323356,191761
"A tray with carrots, peas, rice, and a hard boiled egg.",323398,221872
"Four bowls of snacks: crackers, broccoli and carrots, nuts and dip",323664,314182
Oranges and two jars of an orange substance on a wooden table.,323839,231527
Two sandwiches and macaroni and cheese and desert on a cafeteria tray.,323958,231822
Two brown horses in dirt field next to wooden fence.,324073,552371
A person holding a pole in each hand in the snow.,324116,220764
"An assortment of crackers, dip and veggies sitting on a white counter.",324249,314182
A polar bear is under water next to a rock wall.,324553,96960
A green stand holding several bananas for sale. ,324743,407574
Various foods served in a tray with different compartments.,324817,221872
A plate with a sandwich on it and a side salad and drink.,325186,463527
A pole holding a bunch of bananas in a market area.,325313,407574
"A serving of rice, carrots, green pod beans and an egg each in their own small plastic containers.",325642,221872
"A bowl of noodles, meat and broccoli with a fork.",325994,99053
Some horses standing near each other in a fenced in area,326380,552371
A person in the snow on some skis.,326498,186042
"A bowl of noodles, meat, broccoli and carrots in a sauce with a fork.",326735,99053
Bunch of bananas hanging in an open air market stall. ,326867,407574
"Four containers of cooked rice, carrots, beans and an egg",327214,221872
"Two horses stand outside in their corral, with mountains in the background.",327352,552371
A bowl full of chinese food with a fork,327572,99053
a person riding skis on a snowy surface,327578,220764
An adult and a juvenile zebra in a wooded area.,327751,484296
a tray of food with two glasses of drink and salt and pepper ,327981,231822
An outdoor area with many animals inluding a zebra and a rhinoceros.  ,328045,16010
"Some Zebras and cattle are standing together, some eating. ",328225,16010
A person walking in the snow on some skis.,328268,220764
A polar bear swimming in water near a rock wall.,328540,96960
a man swings a baseball bat at a ball,328629,43816
Four bowls of snacks of vegetables and crackers.,328641,314182
A bunch of bananas hangs from a post in a covered area.,328871,407574
"A polar bear swimming underwater, approaching some rocks.",329722,96960
There are some oranges next to some jars,329773,231527
"Two zebras, on sitting down on the ground, the other standing up next to a tree.",329809,484296
A baseball player at the plate hitting a baseball.,330180,43816
Two horses in an enclosed area during the day.,330520,552371
a close up of a bowl with vegetables with broccolli,330708,314182
A plant in a garden near a white building.,330808,396274
Several broccoli plants planted next to a wall.,330856,396274
Two zebras relax in a wooded area near many trees,331414,484296
A zebra all by itself in the green forest.,331433,270244
"A bowl of food that looks like worms and some greens.
",332123,99053
A bunch of zebras in a park somewhere.,332209,484296
some cut up oranges and jars and a wooden knife,332293,231527
"A black horse is standing in the sand, with people in the background. ",332299,462904
A stack of bananas are sitting in a tree by signs. ,332399,407574
Cafeteria lunch fare is a balanced meal plus dessert.,332421,231822
A bunch of zebras playing on a grassy field.,333007,16010
"A yellow and black bowl holding noodles, beef and broccoli.",333845,99053
A row of plants growing in the ground by a building.,334144,396274
A zebra standing in a field of grass outside.,334226,270244
A tray filled with a cut in half sandwich and a cup of coffee.,334456,463527
A zebra standing in a grassy field by a woods.,334748,270244
A zebra stands in high grass in wooded area.,334916,270244
A person standing in shore of beach with a frisbee in the sky.,335139,13774
A young man riding down a hand rail on a skateboard.,335171,161879
A skier in a squat position on skies skiing downhill.,335572,173830
A man standing in snow gear on skis while on a snowy hill.,335743,451714
A man stands ankle-deep in the ocean at sunset.,335796,13774
An airplane meal including a sandwich and coffee.,335833,463527
A half zebra hybrid is standing in tall grass.,336116,270244
A man riding skis on top of  a snow covered hill.,336280,451714
A skateboarder skates and balances on a railing.,336317,161879
A skier is crouched down as he is skiing. ,336502,173830
a miniature horse walking near a restaurants outside deck ,336562,462904
there is a man riding a skateboard down a rail,336575,161879
A young man on a skateboard sliding up a handrail.,336731,161879
Two zebras in an open field with grass.,336941,60770
there is a small black pony in the sand,336961,462904
a skateboarder in a gray sweatshirt is doing a trick,337217,161879
a person is standing in some water is flying a kite,337608,13774
Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.,337623,95155
A donkey standing in front of a restaurant.,337762,462904
Four persons are skating on the skate board on snow.,337791,95155
A couple of zebra standing next to a tree.,337796,60770
A large horse standing inside of a wooden pen.,338155,462904
A man standing on top of a river next to the sun and a flying kite.,338193,13774
A baseball player holding a bat as a ball approaches.,338277,43816
A woman standing next to a young man near a pile of fruit.,338376,280891
A young man kneeling down while riding skis.,338752,173830
A man standing at the beach shoreline and watching the sunset. ,339261,13774
A boy wearing a green shirt posing with some fruit.,339729,280891
A young boy with his hands on his face near some fruit.,339795,280891
A skier crouched and skiing down a slope.,340093,173830
Four photographs of a person in red jacket snowboarding.,340269,95155
A child with oranges and apples biting into one.,340362,280891
A skier at the end of his run tucking under to go faster.,340672,173830
A skier is standing and posing for a photo,341239,451714
A snow boarder wearing red snow gear carving down a mountain.,341634,95155
A woman exercising a brown horse in a riding ring.,341954,15956
Batter takes a swing at the incoming ball during the baseball game,342099,43816
A woman is in a barn with a brown horse.,342179,15956
a zebra grazes in the grass as another zebra notices the photographer,342287,60770
A couple of giraffes are standing by trees and grass.,342350,60770
A man smiles maniacly while putting a dog into an oven.,342493,64868
a man holding a cat in front of a stove ,342604,64868
a person leaning on a bunch of oranges and apples,342711,280891
A couple of zebras are grazing next to some trees.,342791,60770
Two brown ponies in grassy field next to a fence.,343006,335450
Green plants and climbing vines in a garden plot.,343033,396274
"A sandwhich, a salad and a drink on a tray.",343051,463527
Sliced bananas sit on top of a pastry dish on a plate.,343060,165351
White bowl full of chopped carrots and broccoli.,343101,157390
a small horse and a larger horse standing behind a fence,343261,335450
A horse and her young one standing in the pasture.,343516,335450
a large group of horse with men riding on a few of them,343812,185473
Broccoli and carrots together in a bowl on a table.,343971,157390
A bowl of cut up raw carrots and broccoli.,344034,157390
Woman skier taking a break and enjoying a snack,344730,227491
A skier sitting on a picnic table and eating a doughnut. ,344832,227491
A kale and sweet pea home garden getting the last rays of sunlight. ,344914,396274
A woman training her beautiful brown horse. ,345125,15956
Different angles of a person who is using a snowboard. ,345159,95155
There is no image here to provide a caption for.,345379,157365
A guy rides his skate board on the city sidewalks.,345658,157365
a person skateboarding down the road at night,345847,157365
African animals placidly grazing in a park enclosure.,346012,16010
a person riding skis on a snowy surface,346153,451714
a close up of a bowl of carrots and broccoli,346293,157390
A woman is sitting on a bench and is eating something.,346377,227491
there is a man wearing a plad shirt riding a skateboard,346489,157365
A man riding a skateboard down a sidewalk.,346618,157365
A food that is topped with bananas and a brown sauce.,346819,165351
two zebras grazing while a hippo looks at them and some oxen in the background,347131,16010
a man putting a puppy inside of an oven.,347194,64868
odd meal on a plate with bananas and gravy,347578,165351
A man poses while skiing on a mountain at a snow resort. ,347659,451714
A white bowl that includes carrots and broccoli.,347781,157390
A woman with a brown horse in a dirt area of building.,347888,15956
The desert is made and ready to be eaten. ,348037,165351
Two horses stand by a fence in a grassy field.,348061,335450
A female skier sits down on a bench eating a bagel.,348150,227491
Blueberry pancakes with slices bananas and glaze on top.,348217,165351
The brown fuzzy dog has round blue eyes.,350263,309938
A woman and a horse in a barn with dirt floor.,350624,15956
A group of men leading a pack of horses through a field.,350970,185473
A young man riding a skateboard with an older man.,351424,87476
there is a little dog sitting on some books.,351427,309938
"Horses lined up on a grassy field, some with riders. ",351546,185473
A man acting like he's going to put his dog in an oven.,351721,64868
A woman that is sitting outside on a bench in the snow.,351747,227491
The puppy is sitting on the books in ront of the cubbyholes,352342,309938
A herd of cattle grazing on a lush green field.,352551,185473
A dog hanging out of a back door window.,353240,263463
A small brown dog laying on top of a couch.,353473,309938
a person standing in front of an open oven .,354367,64868
Men on horses are driving many other horses in a group.,354486,185473
two people standing on the same skateboard and holding each other up.,354532,87476
A man teaching a boy how to ride a skateboard.,354778,87476
A large dog sitting on top of a picture frame.,355452,564280
A man and a woman holding stuffed teddy bears near the ocean.,355560,330396
A group of zebra standing next to each other on a dirt field.,355564,545129
A dog is shown in a car rear view mirror.,356459,263463
A dog sticks his head out of a car window.,357038,263463
A dog sits near books with a shirt on.,357184,309938
A dog looks out of the window as the car driver goes past a historic town.,357551,263463
He is teaching the boy how to ride a skateboard.,358837,87476
A skateboarder is on top of a cement bowl.,359076,31093
a reflection of a dog looking out a window in a side view mirror ,359420,263463
A dog on a red couch with the tv and Wii remotes.,359718,564280
A plate of broccoli and meat on a table.,360102,579091
A man on a skateboard is doing a trick.,360444,31093
a close up of a plate of food with broccoli,360453,579091
Small plate of food which includes small pieces of broccoli,360525,579091
A baseball player is winding up for the pitch.,360601,500478
"A man is in his skiing gear, while posing for the camera. ",360772,470952
A man and a woman watching waves at beach.,360954,330396
Skier in full snow gear posing for a picture.,360961,470952
A bowl of some broccoli that is chopped. ,361141,527695
Several fruits and veggies are ready to be eaten. ,361338,516871
A man and woman stand on the beach and look at the ocean.,361401,330396
A person helping a child stand on a skateboard.,361510,87476
A male skateboarder is trying to pull off a trick on the ramp. ,361740,31093
Three zebras huddling together in a very dry area,361834,545129
Cooked broccoli in serving dish sitting on cloth hot pad.,361969,527695
A dog sitting on the couch with it's paw over a tray that holds remotes for the tv and Wii.,362136,564280
A table with two black trays of food that include raspberries and broccoli.,362217,516871
A dog is sitting on a couch by a remote.,362292,564280
a man doing a skateboard trick on top of pool ,362370,31093
A close up picture of some food on a plate.,362649,579091
A dog laying on the couch next to remotes.,362994,564280
A bento box filled with sushi and vegetables.,363048,516871
two horses stand next to each other in front of a fence ,363055,335450
a baseball player gets ready to throw a pitch ,363124,500478
Two people standing need the surf line on pebble beach. ,363204,330396
a person riding skis on a snowy surface,363271,470952
A man and a woman standing on a stony beach with driftwood,363348,330396
Some green broccoli and hams are on the plate. ,363474,579091
"Broccoli, green beans and various other foods in a tray.",363531,516871
Three zebras standing in a sandy desert area.,363799,545129
"A square plate of carrots, spinach and more.",364182,288762
Baseball pitcher winds up to throw the ball,364720,500478
A white tray of broccoli on a table.,364837,527695
"Dishes filled with sushi, fruit, and vegetables on a table.",364950,516871
A man with skis and poles is on snow.,365035,470952
A white and blue plate full of broccoli.,365179,527695
A series of photos of two plates with different desserts and another plate with a cup of coffee.,365248,417285
Alfalfa sprouts and colorful pepper salad on a plate.,365451,288762
A man is playing baseball in the field.,365564,434548
Horses and their riders are racing in a horse race.,365801,80659
A baseball player pitching a ball on top of a field.,365920,500478
A man on a skateboard wearing a helmet and safety pads while riding in an empty swimming pool.,366066,31093
A baseball player is about to throw his best pitch. ,366440,434548
A three frame photo combination showcases two types of pie on the right and left side with a coffee in the middle.  ,366709,417285
Two men watch another throw a Frisbee in a field. ,366850,82986
A trio of men throwing a Frisbee in a field.,366892,82986
A variety of items is shown in a shopping cart.,366934,535253
A person on a skateboard rides down a ramp.,366980,35197
A group of people are throwing a frisbie.,367150,82986
A plate of freshly made vegetables served on a plate.,367164,288762
Black and white photograph of person on a skateboard.,367262,35197
Those zebras may have lost their parents and they could be nearby.,367297,545129
A man in white baseball uniform throwing a ball.,367684,500478
The broccoli platter in the dish is mostly eaten up.,367963,527695
Some people playing with a disc in a grassy field.,368206,82986
A man in grey baseball uniform throwing a ball.,368336,434548
Person riding on edge of skateboard about to do a trick,368375,35197
A baseball player warming up on the field.,368567,434548
A lemon hangs from a small tree limb near several leaves.,368642,386277
A group of men playing a game of frisbee.,368707,82986
An orange hanging alone at the end of a branch.,368801,386277
"A partially-eaten pastry, a glass Arizona tea and another piece of pastry.",368920,417285
Three images of a pie and a cup of tea or coffee. ,368995,417285
A salad made with yellow pepper strips and green sprouts sits on a square white plate.,369015,288762
two zebras standing close to a little one ,369364,545129
A closeup of an orange still on the tree.,369434,386277
A man is standing on a skateboard at a skate park.,369869,35197
a baseball player throwing a pitch from the mound,369896,434548
a male with a purple jacket on skies  posing for a picture,370432,470952
A person on skis sliding up down a path.,370865,357742
A man is cross country skiing in the snow.,371039,357742
Person skiing on snowy slopes with wires above,371471,357742
Crackers with spread on table with remote in background,371533,21503
A fresh-looking salad on a square plate. ,371979,288762
There is a plate filled with pastries next to a keyboard.,372028,21503
A black and white photograph of a person wearing DC shoes on a skateboard in the sun. ,372032,35197
A man is skiing on a snowy slope.,372044,357742
Square pastries are assorted on a white platter.,372127,21503
Baseball game in large stadium with ball flying toward batter,372445,84031
A herd of zebra in a grass field.,372522,185409
A couple of horses by a fence on a field.,372612,344888
A market area with boxes of fruit that includes bananas and pineapples.,372902,560256
The many zebra are running in different directions.,372966,185409
"Food items displayed such as coffee cake, a pastry and a beverage in a glass cup.",373072,417285
Many types of fruit on display on a street.,373151,560256
A group of baseball players are playing ball while a crowd looks on. ,373210,84031
A group of people on horses racing together.,373331,48555
"Assorted vegetables are displayed at a fruit stand including bananas, oranges, apples, and cherries.",373385,560256
"A skier makes his way up a snowy hill, eschewing the lift. ",373529,357742
a group of racing horses are racing around the track,373556,80659
Plate of crackers with something spread on them next to a keyboard,373588,21503
A bunch of bananas on a plate on a counter.,373620,271471
"Several zebras run and play in a grassy, wooded area",373626,185409
A cart full of many types of different food.,373702,535253
"Closeup of a plate of food that includes chicken, mushrooms and broccoli.",373937,34205
Two horses walking around next to the gate,373986,344888
"Extreme close up of a cooked chicken, mushroom, and broccoli dish.",374036,34205
A group of people standing on a field playing disc golf.,374135,437239
A group of jockeys ride horses on a track.,374450,80659
"Crackers coated with spread, sitting on a plate, ready to eat.",374602,21503
Zebras are grazing on grass by a car.,374673,305695
A number of zebras running in the grass. ,374700,185409
A dog is sitting on an unmade bed with pillows.,374829,22192
A dog sitting in a pile of bedding and other stuff.,374847,22192
People are standing on top of a snowy mountain.,375038,94944
A herd of zebras playing in an open field.,375069,185409
Two horses in a pasture next to farm equipment.,375213,344888
horses racing on a race track with jockeys.,375221,80659
"A bowl of banana's, sprinkels, chocolate chips, and marshmellows.",375355,577539
A bunch of bananas on a plate with a sign on it.,375423,271471
An orange grows from a branch with leaves. ,375701,386277
Zebras are standing in a fenced in area.,375735,305695
Bananas on a plate being served as drinks.,375750,271471
A photo of an orange growing on a tree.,375806,386277
A group of people on slope with snowboards and skis.,375860,94944
"Bananas, marshmellows, chocolate chips and sprinkles in a bowl",375862,577539
Horse number 11 and 6 engaged in a horse race.,376100,80659
Bananas are piled on a white circular plate.,376149,271471
A group of people stand next to a bench outside.,376262,437239
Chicken and mushrooms served with broccoli garnished with parsley.,376289,34205
A group of people standing beside a bench with frisbees.,376418,437239
A dog sits on top of a mess of items.,376437,22192
A couple of horses are near the machine in the grass. ,376770,344888
A market stand with many different kinds of fruit.,376814,560256
The horses are racing each other along the beach.,377087,48555
Steak and crab cakes served with grilled peaches.,377511,106266
"man on his knees with his snow board still attached, hands on hips",377696,94944
Three men and a woman in the park with frisbees. ,377849,437239
People stand near a fence watching the baseball game.,377854,84031
A group of people who are outside holding a Frisbee.,377921,437239
Three people race their horses down a beach.,378089,48555
A herd of zebras stand under tress near a road. ,378132,305695
The meal is prepared and ready to be eaten. ,378371,34205
A person doing skateboard ticks at a skate park,378531,377635
A plate that has been filled with meat and fruit ,378717,106266
A batter swinging a bat at a baseball with the catcher and umpire behind him.,378775,84031
a baseball game featuring a batter a catcher and an umpire ,378877,84031
A view from above looking into a shopping cart full of groceries,379216,535253
A skier on skies and a snowboarder carrying a snowboard on a mountain slope.,379718,94944
A bunch of bananas is displayed on a counter top.,379749,271471
Some sort of chicken dish with broccoli spears on side of plate,379997,34205
Guy jumps high doing skateboard flip off a ramp,380064,377635
A person on a skate board is doing a trick.,380316,377635
A horse drawn carriage driving down a small road.,380379,88265
two people jumping up to try to catch a frisbee,380567,163118
A guy on a skate board high in the air.,380586,377635
A big brown horse pulling a cart near a tree.,380793,88265
Some dessert and toppings are in a blue plastic bowl.,380887,577539
"A blue plate filled with marshmallows, chocolate chips and banana.",380962,577539
a horse tethered to a carriage near trees ,381039,88265
A man riding a skateboard up the side of a ramp.,381048,377635
A man riding a skateboard along a sandy beach.,381132,439854
The snowboarder is posing for a picture on the mountain. ,381566,94944
A plate of food has potatoes and fruit.,381678,106266
"A dog sitting on a bed covered with clothing, blankets and other items.",381963,22192
A shopping cart filled with lots of groceries.,382096,535253
A shopping cart full of food that includes bananas and milk.,382195,535253
A black and white photo of jockeys riding their horses,382352,48555
"A plate of meat, vegetable and fruit is has been cooked on a grill.",382509,106266
A pit bull dog on a messy bed. ,382731,22192
A white plate of food tha includes meat and vegetables.,382747,127494
A horse pulling a carriage on a narrow path.,382911,88265
Horses with jockeys racing across the coast of some beach.,382958,48555
A horse drawn carriage in a park during daylight hours. ,383022,88265
A plate topped with potatoes pan cakes and other foods.,383028,106266
Several zebras are on the grass by a truck. ,383763,305695
